"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Mutational analysis of the C-terminal FATC domain of Saccharomyces cerevisiae Tra1","Hoke, Stephen M. T.; Mutiu, A. Irina; Genereaux, Julie; Kvas, Stephanie; Buck, Michael; Yu, Michael; Gloor, Gregory B.; Brandl, Christopher J.","","","","CURRENT GENETICS","OCT 2010","2010","56","5","","","","447","465","","10.1007/s00294-010-0313-3","","","11","1.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","0"
"A unified genetic, computational and experimental framework identifies functionally relevant residues of the homing endonuclease I-BmoI","Kleinstiver, Benjamin P.; Fernandes, Andrew D.; Gloor, Gregory B.; Edgell, David R.","","","","NUCLEIC ACIDS RESEARCH","APR 2010","2010","38","7","","","","2411","2427","","10.1093/nar/gkp1223","","","11","1.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","2","2","1","0","0"
"Compositional analysis: a valid approach to analyze microbiome high-throughput sequencing data","Gloor, Gregory B.; Reid, Gregor","","","","CANADIAN JOURNAL OF MICROBIOLOGY","AUG 2016","2016","62","8","","","","692","703","","10.1139/cjm-2015-0821","","","10","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","0"
"It's all relative: analyzing microbiome data as compositions","Gloor, Gregory B.; Wu, Jia Rong; Pawlowsky-Glahn, Vera; Jose Egozcue, Juan","","","","ANNALS OF EPIDEMIOLOGY","MAY 2016","2016","26","5","","","","322","329","","10.1016/j.annepidem.2016.03.003","","","10","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","0"
"Microbiota at Multiple Body Sites during Pregnancy in a Rural Tanzanian Population and Effects of Moringa-Supplemented Probiotic Yogurt","Bisanz, Jordan E.; Enos, Megan K.; PrayGod, George; Seney, Shannon; Macklaim, Jean M.; Chilton, Stephanie; Willner, Dana; Knight, Rob; Fusch, Christoph; Fusch, Gerhard; Gloor, Gregory B.; Burton, Jeremy P.; Reid, Gregor","","","","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","AUG 2015","2015","81","15","","","","4965","4975","","10.1128/AEM.00780-15","","","10","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","3","0"
"Influence of the Vaginal Microbiota on Toxic Shock Syndrome Toxin 1 Production by Staphylococcus aureus","MacPhee, Roderick A.; Miller, Wayne L.; Gloor, Gregory B.; McCormick, John K.; Hammond, Jo-Anne; Burton, Jeremy P.; Reid, Gregor","","","","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","MAR 2013","2013","79","6","","","","1835","1842","","10.1128/AEM.02908-12","","","9","1.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","5","0","0"
"Mutations in the extra sex combs and Enhancer of Polycomb genes increase homologous recombination in somatic cells of Drosophila melanogaster","Holmes, AM; Weedmark, KA; Gloor, GB","","","","GENETICS","APR 2006","2006","172","4","","","","2367","2377","","10.1534/genetics.105.042473","","","9","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","3","1","0","1","0","0","0","0","0"
"The distribution and functional properties of Pelizaeus-Merzbacher-like disease-linked Cx47 mutations on Cx47/Cx47 homotypic and Cx47/Cx43 heterotypic gap junctions","Kim, Mi Seong; Gloor, Gregory B.; Bai, Donglin","","","","BIOCHEMICAL JOURNAL","JUN 1 2013","2013","452","","2","","","249","258","","10.1042/BJ20121821","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","2","0"
"SEQUENCE OF BACTERIOPHAGE MU N-GENES AND P-GENES","GLOOR, G; CHACONAS, G","","","","NUCLEIC ACIDS RESEARCH","JUN 10 1988","1988","16","11","","","","5211","5212","","10.1093/nar/16.11.5211","","","7","0.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0"
"Genetic Evidence Links the ASTRA Protein Chaperone Component Tti2 to the SAGA Transcription Factor Tra1","Genereaux, Julie; Kvas, Stephanie; Dobransky, Dominik; Karagiannis, Jim; Gloor, Gregory B.; Brandl, Christopher J.","","","","GENETICS","JUL 2012","2012","191","3","","","","765","U190","","10.1534/genetics.112.140459","","","6","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","2","0"
"Protein Sequence Alignment Analysis by Local Covariation: Coevolution Statistics Detect Benchmark Alignment Errors","Dickson, Russell J.; Gloor, Gregory B.","","","","PLOS ONE","JUN 8 2012","2012","7","6","","","","","","e37645","10.1371/journal.pone.0037645","","","6","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","0"
"The effect of heterologous insertions on gene conversion in mitotically dividing cells in Drosophila melanogaster","Coveny, AM; Dray, T; Gloor, GB","","","","GENETICS","MAY 2002","2002","161","1","","","","249","258","","","","","6","0.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","1","0","0","0"
"Is there a role for probiotics in the prevention of preterm birth?","Yang, Siwen; Reid, Gregor; Challis, John R. G.; Kim, Sung O.; Gloor, Gregory B.; Bocking, Alan D.","","","","FRONTIERS IN IMMUNOLOGY","FEB 17 2015","2015","6","","","","","","","","10.3389/fimmu.2015.00062","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"Impact of Technical Sources of Variation on the Hand Microbiome Dynamics of Healthcare Workers","Rosenthal, Mariana; Aiello, Allison E.; Chenoweth, Carol; Goldberg, Deborah; Larson, Elaine; Gloor, Gregory; Foxman, Betsy","","","","PLOS ONE","FEB 14 2014","2014","9","2","","","","","","e88999","10.1371/journal.pone.0088999","","","5","1.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","0"
"Bacterial metatranscriptome analysis of a probiotic yogurt using an RNA-Seq approach","Bisanz, Jordan E.; Macklaim, Jean M.; Gloor, Gregory B.; Reid, Gregor","","","","INTERNATIONAL DAIRY JOURNAL","DEC 2014","2014","39","2","","","","284","292","","10.1016/j.idairyj.2014.07.010","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0"
"Control of catalytic efficiency by a coevolving network of catalytic and noncatalytic residues","McMurrough, Thomas A.; Dickson, Russell J.; Thibert, Stephanie M. F.; Gloor, Gregory B.; Edgell, David R.","","","","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","JUN 10 2014","2014","111","23","","","","E2376","E2383","","10.1073/pnas.1322352111","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0"
"Harnessing microbiome and probiotic research in sub-Saharan Africa: recommendations from an African workshop","Reid, Gregor; Nduti, Nicholas; Sybesma, Wilbert; Kort, Remco; Kollmann, Tobias R.; Adam, Rod; Boga, Hamadi; Brown, Eric M.; Einerhand, Alexandra; El-Nezami, Hani; Gloor, Gregory B.; Kavere, Irene I.; Lindahl, Johanna; Manges, Amee; Mamo, Wondu; Martin, Rocio; McMillan, Amy; Obiero, Jael; Ochieng, Pamela A.; Onyango, Arnold; Rulisa, Stephen; Salminen, Eeva; Salminen, Seppo; Sije, Antony; Swann, Jonathan R.; van Treuren, William; Waweru, Daniel; Kemp, Steve J.","","","","MICROBIOME","APR 16 2014","2014","2","","","","","","","12","10.1186/2049-2618-2-12","","","4","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0"
"Gene-targeting in Drosophila validated","Gloor, GB","","","","TRENDS IN GENETICS","OCT 2001","2001","17","10","","","","549","551","","10.1016/S0168-9525(01)02419-2                                                   ","","","4","0.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chemical composition of preen wax reflects major histocompatibility complex similarity in songbirds","Slade, J. W. G.; Watson, M. J.; Kelly, T. R.; Gloor, G. B.; Bernards, M. A.; MacDougall-Shackleton, E. A.","","","","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","NOV 16 2016","2016","283","1842","","","","","","20161966","10.1098/rspb.2016.1966","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Expanding the UniFrac Toolbox","Wong, Ruth G.; Wu, Jia R.; Gloor, Gregory B.","","","","PLOS ONE","SEP 15 2016","2016","11","9","","","","","","e0161196","10.1371/journal.pone.0161196","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"New Primers for Discovering Fungal Diversity Using Nuclear Large Ribosomal DNA","Asemaninejad, Asma; Weerasuriya, Nimalka; Gloor, Gregory B.; Lindo, Zoe; Thorn, R. Greg","","","","PLOS ONE","JUL 8 2016","2016","11","7","","","","","","e0159043","10.1371/journal.pone.0159043","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"The role of sequence homology in the repair of DNA double-strand breaks in Drosophila","Gloor, GB","","","","HOMOLOGY EFFECTS","2002","2002","46","","","","","91","117","","","","","3","0.19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
"Biasing genome-editing events toward precise length deletions with an RNA-guided TevCas9 dual nuclease","Wolfs, Jason M.; Hamilton, Thomas A.; Lant, Jeremy T.; Laforet, Marcon; Zhang, Jenny; Salemi, Louisa M.; Gloor, Gregory B.; Schild-Poulter, Caroline; Edgell, David R.","","","","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","DEC 27 2016","2016","113","52","","","","14988","14993","","10.1073/pnas.1616343114","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Post-acquisition filtering of salt cluster artefacts for LC-MS based human metabolomic studies","McMillan, A.; Renaud, J. B.; Gloor, G. B.; Reid, G.; Sumarah, M. W.","","","","JOURNAL OF CHEMINFORMATICS","SEP 6 2016","2016","8","","","","","","","44","10.1186/s13321-016-0156-0","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"The oral microbiome of patients with axial spondyloarthritis compared to healthy individuals","Bisanz, Jordan E.; Suppiah, Praema; Thomson, W. Murray; Milne, Trudy; Yeoh, Nigel; Nolan, Anita; Ettinger, Grace; Reid, Gregor; Gloor, Gregory B.; Burton, Jeremy P.; Cullinan, Mary P.; Stebbings, Simon M.","","","","PEERJ","JUN 9 2016","2016","4","","","","","","","e2095","10.7717/peerj.2095","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"The C-terminal Residues of Saccharomyces cerevisiae Mec1 Are Required for Its Localization, Stability, and Function","DaSilva, Lance F.; Pillon, Samantha; Genereaux, Julie; Davey, Megan J.; Gloor, Gregory B.; Karagiannis, Jim; Brandl, Christopher J.","","","","G3-GENES GENOMES GENETICS","OCT 1 2013","2013","3","10","","","","1661","1674","","10.1534/g3.113.006841","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Population Differences at MHC Do Not Explain Enhanced Resistance of Song Sparrows to Local Parasites","Slade, Joel W. G.; Sarquis-Adamson, Yanina; Gloor, Gregory B.; Lachance, Marc-Andre; MacDougall-Shackleton, Elizabeth A.","","","","JOURNAL OF HEREDITY","MAR 2017","2017","108","2","","","","127","134","","10.1093/jhered/esw082","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"The acute effects of inulin and resistant starch on postprandial serum short-chain fatty acids and second-meal glycemic response in lean and overweight humans","Rahat-Rozenbloom, S.; Fernandes, J.; Cheng, J.; Gloor, G. B.; Wolever, T. M. S.","","","","EUROPEAN JOURNAL OF CLINICAL NUTRITION","FEB 2017","2017","71","2","","","","227","233","","10.1038/ejcn.2016.248","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Lactobacillus rhamnosus GR-1 Attenuates Induction of Hypertrophy in Cardiomyocytes but Not through Secreted Protein MSP-1 (p75)","Ettinger, Grace; Burton, Jeremy P.; Gloor, Gregory B.; Reid, Gregor","","","","PLOS ONE","JAN 13 2017","2017","12","1","","","","","","e0168622","10.1371/journal.pone.0168622","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Impact of birth weight and postnatal diet on the gut microbiota of young adult guinea pigs","Al, Kait; Sarr, Ousseynou; Dunlop, Kristyn; Gloor, Gregory B.; Reid, Gregor; Burton, Jeremy; Regnault, Timothy R. H.","","","","PEERJ","JAN 3 2017","2017","5","","","","","","","e2840","10.7717/peerj.2840","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"The lectin-like protein 1 in Lactobacillus rhamnosus GR-1 mediates tissue-specific adherence to vaginal epithelium and inhibits urogenital pathogens","Petrova, Mariya I.; Lievens, Elke; Verhoeven, Tine L. A.; Macklaim, Jean M.; Gloor, Gregory; Schols, Dominique; Vanderleyden, Jos; Reid, Gregor; Lebeer, Sarah","","","","SCIENTIFIC REPORTS","NOV 21 2016","2016","6","","","","","","","37437","10.1038/srep37437","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Displaying Variation in Large Datasets: Plotting a Visual Summary of Effect Sizes","Gloor, Gregory B.; Macklaim, Jean M.; Fernandes, Andrew D.","","","","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS","SEP 2016","2016","25","3","","","","971","979","","10.1080/10618600.2015.1131161","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
